id,fecha_hora,concentracion_mp_mg_m3,concentracion_mp_sin_corregir_mg_nm3,concentracion_mp_mg_nm3,oxigeno_porcentaje_base_seca,humedad_porcentaje,concentracion_co2_porcentaje,concentracion_co2_sin_corregir_mg_nm3,temperatura_gases_salida_c,presion_gases_salida_atm,flujo_gases_salida_base_humeda_m3_min,flujo_gases_salida_base_seca_nm3_min,tipo_combustible,combustible,estado_fuente
42183,2025-09-03 07:02:00,245.671,393.282,116.771,6.641,13.531,8.592,132.485,142.551,0.981,2141.184,1309.875,,,
42184,2025-09-03 07:03:00,162.407,272.546,181.649,7.239,12.742,13.679,155.384,140.596,0.982,2155.357,1270.75,,,
42185,2025-09-03 07:04:00,127.039,278.386,180.259,7.549,13.499,8.49,147.785,146.733,0.983,2105.792,1339.48,,,
42186,2025-09-03 07:05:00,172.682,223.443,126.096,7.624,13.158,12.067,140.91,145.211,0.977,2190.802,1263.686,,,
42187,2025-09-03 07:06:00,180.387,342.943,390.403,7.703,13.739,13.449,143.4,146.306,0.977,2137.22,1318.823,,,
42188,2025-09-03 07:07:00,74.05,174.066,251.99,7.597,13.094,9.075,155.945,146.812,0.985,2161.538,1279.015,,,
42189,2025-09-03 07:08:00,179.351,350.767,453.754,6.992,12.371,9.423,139.595,151.491,0.977,2130.64,1287.38,,,
42190,2025-09-03 07:09:00,212.483,169.52,200.868,8.029,13.645,10.56,141.405,154.414,0.98,2176.168,1304.795,,,
42191,2025-09-03 07:10:00,302.958,125.53,281.293,6.676,13.566,9.767,152.982,143.934,0.985,2145.87,1292.746,,,
42192,2025-09-03 07:11:00,279.855,232.143,355.607,6.897,13.945,12.554,136.016,154.136,0.979,2132.18,1302.341,,,
42193,2025-09-03 07:12:00,298.068,192.456,450.986,7.979,12.187,10.029,149.778,143.426,0.98,2196.381,1317.965,,,
42194,2025-09-03 07:13:00,52.927,455.597,309.848,7.059,13.182,13.915,143.03,151.324,0.983,2186.521,1279.624,,,
42195,2025-09-03 07:14:00,126.184,121.981,249.41,7.487,12.983,13.153,145.005,150.22,0.978,2118.033,1323.881,,,
42196,2025-09-03 07:15:00,281.59,170.645,446.806,7.154,13.342,13.372,153.606,140.783,0.979,2170.064,1291.719,,,
42197,2025-09-03 07:16:00,219.396,319.488,224.099,7.514,13.96,8.382,159.794,150.874,0.978,2175.432,1252.18,,,
42198,2025-09-03 07:17:00,51.86,292.427,131.769,7.193,13.065,9.058,154.945,153.517,0.978,2103.456,1334.665,,,
42199,2025-09-03 07:18:00,331.573,118.341,278.017,8.488,13.371,9.016,134.816,153.953,0.98,2196.096,1278.159,,,
42200,2025-09-03 07:19:00,320.483,102.901,414.037,7.215,12.694,12.032,136.737,150.278,0.982,2123.297,1336.024,,,
42201,2025-09-03 07:20:00,241.947,495.227,112.312,7.754,12.598,8.071,142.298,151.799,0.984,2190.837,1324.458,,,
42202,2025-09-03 07:21:00,73.262,363.534,334.353,8.277,12.671,12.839,151.577,141.073,0.98,2165.407,1290.671,,,
42203,2025-09-03 07:22:00,318.28,246.162,337.786,7.776,12.077,11.282,145.281,142.419,0.978,2151.211,1315.029,,,
42204,2025-09-03 07:23:00,254.3,288.173,471.417,7.632,12.569,11.398,157.054,143.937,0.984,2178.584,1349.195,,,
42205,2025-09-03 07:24:00,323.686,206.62,214.586,7.638,12.346,11.224,131.46,147.97,0.978,2167.503,1280.75,,,
42206,2025-09-03 07:25:00,313.111,237.95,211.535,7.493,12.915,11.212,137.756,145.794,0.983,2174.025,1295.044,,,
42207,2025-09-03 07:26:00,331.051,359.618,276.193,8.115,12.922,9.187,136.578,149.857,0.982,2185.791,1264.852,,,
42208,2025-09-03 07:27:00,231.303,453.125,242.766,6.601,13.53,9.699,152.325,146.685,0.975,2147.118,1337.137,,,
42209,2025-09-03 07:28:00,99.114,173.652,394.538,8.27,13.005,10.926,143.943,151.625,0.977,2142.573,1305.288,,,
42210,2025-09-03 07:29:00,284.905,436.145,356.701,7.673,12.926,12.067,130.45,150.704,0.981,2189.978,1260.193,,,
42211,2025-09-03 07:30:00,267.166,148.623,403.568,8.198,12.463,9.632,153.203,151.209,0.984,2179.786,1309.756,,,
42212,2025-09-03 07:31:00,309.789,185.997,428.017,6.521,13.705,12.837,140.854,152.433,0.981,2101.925,1296.794,,,
42213,2025-09-03 07:32:00,109.458,114.87,469.192,8.239,12.182,12.864,137.814,152.513,0.982,2165.382,1280.738,,,
42214,2025-09-03 07:33:00,118.241,156.325,272.375,6.74,13.965,9.643,135.482,151.693,0.982,2190.39,1251.869,,,
42215,2025-09-03 07:34:00,361.643,466.921,493.879,7.942,12.952,11.36,158.38,140.989,0.98,2168.358,1271.635,,,
42216,2025-09-03 07:35:00,312.492,283.775,186.264,7.333,12.372,10.094,158.261,149.348,0.981,2155.344,1270.597,,,
42217,2025-09-03 07:36:00,367.88,131.066,385.746,7.862,12.709,9.144,132.297,140.297,0.976,2117.589,1321.538,,,
42218,2025-09-03 07:37:00,315.55,483.891,313.604,7.756,12.031,12.836,136.983,151.156,0.984,2195.058,1275.924,,,
42219,2025-09-03 07:38:00,259.004,451.597,426.76,6.827,12.333,13.949,149.384,140.916,0.982,2162.635,1347.86,,,
42220,2025-09-03 07:39:00,278.946,401.873,290.708,7.529,12.671,11.394,150.113,154.748,0.977,2110.103,1268.405,,,
42221,2025-09-03 07:40:00,361.195,473.389,413.575,7.054,13.109,13.484,142.53,149.211,0.977,2192.764,1339.307,,,
42222,2025-09-03 07:41:00,252.582,188.052,472.067,7.621,12.259,11.853,147.055,142.73,0.975,2151.661,1286.528,,,
42223,2025-09-03 07:42:00,271.337,434.548,392.918,7.976,13.352,11.394,151.079,147.024,0.978,2115.723,1349.941,,,
42224,2025-09-03 07:43:00,104.767,375.996,410.438,6.663,13.689,10.881,158.515,152.4,0.978,2122.653,1330.378,,,
42225,2025-09-03 07:44:00,215.872,447.904,126.87,7.532,13.145,9.414,151.753,142.7,0.982,2196.781,1310.404,,,
42226,2025-09-03 07:45:00,300.739,418.765,181.983,7.735,12.594,8.506,133.308,148.052,0.98,2143.663,1333.063,,,
42227,2025-09-03 07:46:00,144.83,238.598,489.721,7.091,12.243,10.654,151.535,140.054,0.983,2141.967,1339.676,,,
42228,2025-09-03 07:47:00,120.789,409.759,377.275,8.406,12.031,11.368,132.032,151.826,0.976,2148.617,1349.759,,,
42229,2025-09-03 07:48:00,159.839,204.983,324.58,7.541,13.464,11.057,145.075,142.919,0.982,2170.052,1267.02,,,
42230,2025-09-03 07:49:00,134.525,231.437,246.791,6.865,13.257,12.173,145.807,145.808,0.984,2136.502,1308.475,,,
42231,2025-09-03 07:50:00,125.219,143.162,117.756,6.716,12.953,9.153,153.348,147.954,0.979,2142.104,1288.683,,,
42232,2025-09-03 07:51:00,198.698,474.031,247.654,7.583,12.204,10.125,130.347,142.173,0.978,2174.612,1288.546,,,
42233,2025-09-03 07:52:00,367.743,216.401,299.565,7.25,12.414,10.493,156.243,153.9,0.979,2146.12,1313.232,,,
42234,2025-09-03 07:53:00,227.471,308.249,184.584,6.885,13.63,9.119,149.917,147.032,0.983,2171.357,1300.416,,,
42235,2025-09-03 07:54:00,115.772,256.533,169.255,6.561,12.96,13.439,130.936,143.477,0.984,2196.222,1331.053,,,
42236,2025-09-03 07:55:00,76.94,483.971,303.367,7.633,13.926,12.089,134.801,151.027,0.976,2196.253,1282.828,,,
42237,2025-09-03 07:56:00,293.655,234.02,334.362,7.697,14.0,8.551,131.186,153.413,0.98,2144.701,1303.0,,,
42238,2025-09-03 07:57:00,183.98,411.418,195.967,6.784,13.601,12.277,152.978,153.69,0.981,2123.422,1346.557,,,
42239,2025-09-03 07:58:00,337.641,442.166,334.956,7.703,12.516,11.287,135.127,146.467,0.975,2125.123,1259.052,,,
42240,2025-09-03 07:59:00,280.829,274.243,460.136,8.404,12.462,11.144,131.368,145.392,0.977,2181.922,1276.851,,,
42241,2025-09-03 08:00:00,328.685,251.269,289.269,8.457,12.507,13.939,134.14,153.939,0.976,2107.972,1260.165,,,
42242,2025-09-03 08:01:00,145.181,399.098,442.956,8.277,13.974,11.709,146.787,140.793,0.978,2104.041,1256.272,,,
42243,2025-09-03 08:02:00,292.326,465.158,470.909,8.114,12.671,13.38,144.865,151.258,0.977,2168.142,1251.665,,,
42244,2025-09-03 08:03:00,142.422,401.973,136.958,6.919,13.413,13.481,137.388,142.663,0.98,2191.011,1286.55,,,
42245,2025-09-03 08:04:00,378.674,190.851,138.325,6.813,13.918,8.609,158.288,146.983,0.982,2123.08,1334.854,,,
42246,2025-09-03 08:05:00,272.731,455.323,290.418,7.39,13.639,8.05,155.644,154.305,0.983,2105.458,1274.168,,,
42247,2025-09-03 08:06:00,163.579,255.033,335.241,7.739,13.195,10.612,139.434,148.717,0.978,2189.529,1282.442,,,
42248,2025-09-03 08:07:00,144.329,330.492,270.353,8.201,12.338,12.616,144.237,147.852,0.976,2135.416,1335.633,,,
42249,2025-09-03 08:08:00,116.824,432.574,230.58,6.964,12.35,12.945,145.505,140.927,0.975,2154.972,1265.0,,,
42250,2025-09-03 08:09:00,293.124,175.358,356.398,7.459,12.985,12.725,152.685,144.16,0.983,2183.625,1273.684,,,
42251,2025-09-03 08:10:00,126.55,413.804,100.833,7.795,13.904,10.684,142.838,140.046,0.984,2125.0,1321.19,,,
42252,2025-09-03 08:11:00,258.356,338.465,487.229,7.391,13.809,12.5,146.394,153.125,0.976,2160.122,1324.104,,,
42253,2025-09-03 08:12:00,142.622,457.337,192.832,7.408,12.332,12.313,142.377,149.673,0.975,2199.151,1285.869,,,
42254,2025-09-03 08:13:00,281.689,168.788,466.84,6.95,12.575,9.883,152.885,141.77,0.983,2174.131,1251.05,,,
42255,2025-09-03 08:14:00,335.229,268.273,143.606,8.473,13.178,9.012,146.678,145.452,0.981,2139.734,1288.153,,,
42256,2025-09-03 08:15:00,322.309,433.137,195.235,7.45,12.955,11.729,154.833,152.171,0.981,2176.802,1321.547,,,
42257,2025-09-03 08:16:00,316.298,107.693,193.949,7.565,12.239,12.063,131.612,142.105,0.98,2102.177,1321.48,,,
42258,2025-09-03 08:17:00,115.703,144.881,498.461,6.937,12.739,11.408,157.129,143.454,0.983,2121.534,1291.98,,,
42259,2025-09-03 08:18:00,80.935,496.226,101.84,7.528,13.909,9.279,154.582,148.121,0.978,2174.468,1284.877,,,
42260,2025-09-03 08:19:00,294.632,212.158,355.855,7.011,13.903,9.66,154.555,142.174,0.979,2126.224,1320.207,,,
42261,2025-09-03 08:20:00,178.922,490.217,447.875,6.905,13.119,12.251,134.209,145.741,0.976,2112.611,1344.895,,,
42262,2025-09-03 08:21:00,201.321,173.013,368.909,7.051,13.271,13.776,137.904,154.732,0.981,2129.33,1329.279,,,
42263,2025-09-03 08:22:00,60.902,244.438,245.094,6.506,12.444,13.669,159.408,148.158,0.985,2117.133,1272.927,,,
42264,2025-09-03 08:23:00,140.852,401.148,483.324,7.64,13.484,11.118,158.508,150.523,0.978,2142.065,1346.264,,,
42265,2025-09-03 08:24:00,61.787,363.111,457.408,7.275,12.105,13.319,136.796,149.949,0.984,2112.454,1310.971,,,
42266,2025-09-03 08:25:00,357.715,332.449,273.582,8.297,12.441,8.177,142.987,143.176,0.982,2183.77,1261.243,,,
42267,2025-09-03 08:26:00,135.189,311.96,329.331,6.581,12.012,13.167,134.678,152.692,0.977,2177.998,1283.684,,,
42268,2025-09-03 08:27:00,245.068,437.376,487.008,6.586,12.771,10.857,137.879,141.831,0.982,2130.697,1322.408,,,
42269,2025-09-03 08:28:00,63.643,193.979,493.024,8.272,13.701,12.689,135.542,153.824,0.979,2151.993,1336.98,,,
42270,2025-09-03 08:29:00,283.397,276.988,279.929,6.753,13.965,8.033,132.428,143.241,0.976,2185.503,1302.949,,,
42271,2025-09-03 08:30:00,163.06,162.181,438.94,6.504,13.336,13.211,147.384,154.321,0.976,2192.902,1263.773,,,
42272,2025-09-03 08:31:00,364.272,338.377,220.792,6.858,13.49,11.57,137.224,151.969,0.975,2109.109,1262.355,,,
42273,2025-09-03 08:32:00,360.841,200.218,248.725,8.148,12.525,9.441,159.767,142.565,0.983,2172.202,1282.595,,,
42274,2025-09-03 08:33:00,163.852,233.537,165.929,8.105,13.041,10.085,145.463,142.406,0.984,2113.546,1253.75,,,
42275,2025-09-03 08:34:00,365.336,288.5,183.674,7.18,13.473,9.204,140.773,141.268,0.98,2102.003,1291.856,,,
42276,2025-09-03 08:35:00,398.655,110.708,362.749,7.836,12.995,10.546,157.395,143.71,0.98,2107.894,1327.713,,,
42277,2025-09-03 08:36:00,338.895,136.775,304.313,7.514,12.177,9.98,148.622,149.887,0.982,2157.588,1296.102,,,
42278,2025-09-03 08:37:00,345.705,374.372,192.453,8.309,13.482,11.207,133.812,147.805,0.982,2137.712,1333.034,,,
42279,2025-09-03 08:38:00,137.153,271.588,261.164,6.613,12.439,12.889,144.935,149.2,0.978,2111.868,1315.729,,,
42280,2025-09-03 08:39:00,251.846,445.916,249.273,8.126,12.195,13.894,143.232,140.467,0.977,2147.433,1269.331,,,
42281,2025-09-03 08:40:00,73.54,377.869,494.944,6.841,12.956,9.509,152.954,141.2,0.979,2150.823,1271.441,,,
42282,2025-09-03 08:41:00,83.221,103.24,441.426,7.283,12.149,8.639,150.813,150.38,0.982,2178.739,1284.967,,,
42283,2025-09-03 08:42:00,399.612,346.685,255.187,6.884,13.259,10.374,141.124,152.719,0.983,2166.366,1303.805,,,
42284,2025-09-03 08:43:00,164.324,137.49,465.567,7.905,13.281,8.861,144.084,145.391,0.976,2146.597,1317.827,,,
42285,2025-09-03 08:44:00,311.864,412.373,237.054,7.857,12.513,13.005,145.564,142.497,0.981,2132.434,1267.308,,,
42286,2025-09-03 08:45:00,332.333,496.603,367.161,7.596,13.929,11.007,142.674,144.625,0.976,2100.201,1265.327,,,
42287,2025-09-03 08:46:00,350.308,312.48,486.66,7.896,13.649,11.72,133.232,146.18,0.983,2183.204,1251.238,,,
42288,2025-09-03 08:47:00,399.17,373.112,256.112,7.779,12.219,8.904,157.163,149.452,0.982,2126.699,1261.285,,,
42289,2025-09-03 08:48:00,134.524,194.926,371.954,8.053,13.497,12.498,150.177,146.142,0.982,2121.322,1325.183,,,
42290,2025-09-03 08:49:00,64.123,275.039,218.37,6.979,12.706,13.841,144.092,153.456,0.983,2173.46,1255.538,,,
42291,2025-09-03 08:50:00,193.917,442.438,206.525,7.358,13.501,10.894,147.088,146.018,0.98,2107.165,1310.578,,,
42292,2025-09-03 08:51:00,95.528,166.969,329.663,6.803,13.602,13.775,136.395,142.721,0.978,2126.262,1310.088,,,
42293,2025-09-03 08:52:00,57.849,206.214,491.706,7.359,12.303,8.208,145.917,143.725,0.983,2143.506,1349.255,,,
42294,2025-09-03 08:53:00,176.149,278.173,281.254,7.903,13.324,8.214,152.381,146.977,0.983,2144.158,1317.764,,,
42295,2025-09-03 08:54:00,324.308,384.9,475.055,7.883,13.725,13.76,146.01,151.737,0.976,2115.785,1319.926,,,
42296,2025-09-03 08:55:00,248.163,250.354,465.745,7.919,12.647,12.202,144.42,153.041,0.984,2104.012,1258.963,,,
42297,2025-09-03 08:56:00,159.472,471.093,201.505,7.118,12.161,9.132,143.872,142.779,0.977,2147.053,1337.634,,,
42298,2025-09-03 08:57:00,279.02,137.783,260.728,7.824,12.055,10.183,152.849,140.052,0.978,2135.746,1282.002,,,
42299,2025-09-03 08:58:00,131.206,248.322,357.321,7.235,12.22,11.047,152.6,153.041,0.977,2128.485,1281.255,,,
42300,2025-09-03 08:59:00,55.034,383.582,307.218,8.389,12.008,12.216,152.502,143.423,0.985,2127.063,1296.567,,,
42301,2025-09-03 09:00:00,317.524,190.395,138.383,7.187,12.654,13.052,137.385,152.325,0.978,2150.418,1320.763,,,
42302,2025-09-03 09:01:00,268.31,362.565,497.479,7.706,12.599,8.496,148.537,148.261,0.985,2102.167,1279.445,,,
42303,2025-09-03 09:02:00,316.806,165.687,401.062,8.0,12.221,11.939,153.367,146.062,0.981,2110.608,1327.751,,,
42304,2025-09-03 09:03:00,63.628,122.392,275.078,8.313,13.302,10.86,146.857,142.201,0.977,2132.52,1274.561,,,
42305,2025-09-03 09:04:00,342.992,148.406,347.267,7.376,13.984,11.586,153.369,150.081,0.981,2147.981,1262.272,,,
42306,2025-09-03 09:05:00,266.834,471.994,135.029,7.221,13.802,11.051,155.632,152.272,0.984,2169.383,1319.669,,,
42307,2025-09-03 09:06:00,247.188,320.7,298.121,7.36,12.506,10.704,135.217,146.916,0.981,2129.311,1342.158,,,
42308,2025-09-03 09:07:00,268.615,418.538,472.333,7.147,13.54,9.233,139.19,146.695,0.976,2166.704,1340.965,,,
42309,2025-09-03 09:08:00,352.552,233.062,458.64,7.808,13.874,10.834,148.039,151.329,0.978,2138.715,1256.25,,,
42310,2025-09-03 09:09:00,255.428,337.063,234.952,8.365,13.813,9.138,138.69,147.502,0.977,2177.472,1289.164,,,
42311,2025-09-03 09:10:00,253.333,297.981,312.547,6.752,13.769,8.268,158.242,151.784,0.976,2148.062,1278.735,,,
42312,2025-09-03 09:11:00,396.738,478.295,378.953,7.622,13.573,10.243,135.824,140.812,0.978,2154.139,1295.47,,,
42313,2025-09-03 09:12:00,314.856,399.03,236.004,8.295,12.586,8.15,140.708,152.864,0.982,2143.507,1255.045,,,
42314,2025-09-03 09:13:00,204.803,392.217,125.952,6.7,12.167,11.375,159.829,143.931,0.979,2113.289,1291.07,,,
42315,2025-09-03 09:14:00,297.589,118.541,302.177,7.488,12.976,8.434,135.675,142.538,0.979,2117.117,1346.094,,,
42316,2025-09-03 09:15:00,186.231,319.868,340.654,8.23,12.11,10.625,143.465,140.484,0.978,2140.049,1306.695,,,
42317,2025-09-03 09:16:00,130.106,286.797,102.337,8.301,13.997,13.881,139.413,152.511,0.985,2109.882,1271.73,,,
42318,2025-09-03 09:17:00,258.898,471.137,138.23,7.529,12.717,8.059,154.294,140.902,0.981,2114.019,1330.923,,,
42319,2025-09-03 09:18:00,374.864,202.937,182.916,6.55,13.917,10.201,139.124,154.316,0.983,2162.374,1289.735,,,
42320,2025-09-03 09:19:00,375.199,207.933,239.221,6.711,13.546,12.04,134.843,148.473,0.979,2163.324,1256.378,,,
42321,2025-09-03 09:20:00,169.667,264.538,316.42,7.673,12.823,8.954,157.994,150.48,0.977,2112.744,1285.24,,,
42322,2025-09-03 09:21:00,234.687,197.348,217.537,6.748,12.237,11.364,139.522,150.88,0.983,2185.382,1331.406,,,
42323,2025-09-03 09:22:00,124.073,151.674,210.474,6.799,12.474,9.549,152.252,144.39,0.983,2185.673,1272.096,,,
42324,2025-09-03 09:23:00,398.471,442.966,447.74,8.044,13.346,9.337,138.717,152.097,0.978,2137.973,1282.654,,,
42325,2025-09-03 09:24:00,393.391,323.311,158.02,8.001,13.66,13.37,135.357,154.194,0.981,2149.796,1277.155,,,
42326,2025-09-03 09:25:00,277.328,444.545,298.184,8.186,13.959,9.22,154.072,145.548,0.976,2180.155,1339.807,,,
42327,2025-09-03 09:26:00,331.545,432.454,481.13,6.711,12.264,10.259,131.667,152.53,0.975,2176.271,1279.421,,,
42328,2025-09-03 09:27:00,300.285,212.817,350.005,6.896,12.312,9.018,139.959,151.581,0.983,2136.275,1274.033,,,
42329,2025-09-03 09:28:00,257.605,319.095,386.882,8.166,12.085,9.703,153.402,148.844,0.984,2131.71,1342.718,,,
42330,2025-09-03 09:29:00,68.672,133.287,272.495,7.942,12.521,9.759,145.364,145.514,0.978,2166.434,1349.978,,,
42331,2025-09-03 09:30:00,209.168,466.101,107.973,8.112,13.642,9.961,150.687,146.228,0.981,2136.352,1309.357,,,
42332,2025-09-03 09:31:00,286.175,261.705,358.452,8.479,12.397,11.846,132.005,144.614,0.982,2168.945,1343.479,,,
42333,2025-09-03 09:32:00,287.136,257.47,352.77,8.229,13.096,12.456,152.494,146.394,0.982,2112.963,1326.809,,,
42334,2025-09-03 09:33:00,180.593,221.102,144.171,7.541,12.893,11.064,135.158,154.844,0.98,2167.204,1268.762,,,
42335,2025-09-03 09:34:00,379.592,284.265,284.864,7.122,12.652,11.663,154.261,145.451,0.981,2178.515,1318.392,,,
42336,2025-09-03 09:35:00,108.575,200.704,466.132,7.639,13.237,12.88,146.925,149.983,0.982,2190.46,1329.011,,,
42337,2025-09-03 09:36:00,225.126,249.941,182.034,7.777,13.005,13.997,152.175,144.794,0.976,2145.618,1324.3,,,
42338,2025-09-03 09:37:00,291.809,419.979,284.44,7.171,12.67,10.739,136.385,147.0,0.981,2156.03,1302.995,,,
42339,2025-09-03 09:38:00,293.998,433.702,284.441,8.042,13.378,13.619,141.863,141.257,0.98,2128.891,1301.52,,,
42340,2025-09-03 09:39:00,277.024,221.673,424.305,6.686,12.56,10.942,154.062,151.449,0.979,2115.049,1332.184,,,
42341,2025-09-03 09:40:00,146.351,287.606,429.83,8.059,13.286,12.692,157.324,149.915,0.978,2117.311,1318.9,,,
42342,2025-09-03 09:41:00,104.672,449.528,403.708,6.564,13.914,11.439,136.797,145.212,0.981,2184.457,1329.292,,,
42343,2025-09-03 09:42:00,272.579,121.069,246.182,7.496,13.458,13.304,153.802,147.873,0.977,2154.147,1270.744,,,
42344,2025-09-03 09:43:00,259.756,455.658,128.815,8.223,12.837,10.692,133.257,153.083,0.983,2137.631,1346.643,,,
42345,2025-09-03 09:44:00,112.775,187.674,239.793,6.673,13.495,12.175,142.772,140.666,0.977,2186.395,1323.283,,,
42346,2025-09-03 09:45:00,296.799,371.416,371.916,7.535,13.618,10.798,158.162,153.953,0.983,2111.38,1292.236,,,
42347,2025-09-03 09:46:00,209.31,333.021,381.099,6.819,12.652,13.142,158.354,147.062,0.983,2159.423,1309.924,,,
42348,2025-09-03 09:47:00,283.716,321.176,486.0,8.29,13.41,13.966,138.9,152.895,0.984,2179.075,1313.979,,,
42349,2025-09-03 09:48:00,343.078,443.744,281.456,8.165,12.869,9.46,135.787,152.922,0.98,2112.492,1330.124,,,
42350,2025-09-03 09:49:00,109.405,140.629,352.974,8.368,13.637,10.846,134.485,140.881,0.976,2112.055,1320.079,,,
42351,2025-09-03 09:50:00,56.701,238.811,315.676,8.25,12.591,8.488,144.426,151.724,0.982,2103.337,1334.443,,,
42352,2025-09-03 09:51:00,322.686,315.301,160.247,7.973,13.876,8.846,132.762,150.993,0.978,2194.196,1289.476,,,
42353,2025-09-03 09:52:00,263.394,424.516,284.481,6.87,13.15,13.575,140.706,140.648,0.976,2169.218,1292.128,,,
42354,2025-09-03 09:53:00,294.874,186.577,317.934,7.105,12.707,11.262,130.51,154.108,0.984,2107.144,1268.858,,,
42355,2025-09-03 09:54:00,343.354,421.172,480.3,7.494,12.839,10.371,137.782,149.518,0.976,2167.126,1301.571,,,
42356,2025-09-03 09:55:00,330.984,259.855,246.616,7.678,12.696,12.029,157.008,142.513,0.98,2130.361,1290.156,,,
42357,2025-09-03 09:56:00,386.322,175.566,492.04,8.064,12.292,11.361,143.409,141.846,0.983,2110.933,1316.485,,,
42358,2025-09-03 09:57:00,237.577,403.595,316.92,6.954,12.137,9.732,132.212,148.43,0.977,2199.222,1310.292,,,
42359,2025-09-03 09:58:00,220.973,136.36,196.988,6.757,12.644,9.36,149.405,140.883,0.984,2117.988,1335.747,,,
42360,2025-09-03 09:59:00,190.661,305.907,176.666,7.465,12.917,11.541,158.669,142.466,0.978,2179.854,1266.829,,,
42361,2025-09-03 10:00:00,103.792,125.55,156.678,6.816,12.724,9.13,143.902,154.227,0.979,2188.14,1341.545,,,
42362,2025-09-03 10:01:00,250.413,242.567,281.173,7.887,12.028,8.835,148.729,151.171,0.976,2153.033,1272.053,,,
42363,2025-09-03 10:02:00,146.954,340.431,108.771,7.651,13.158,9.91,157.583,149.202,0.981,2197.6,1322.07,,,
42364,2025-09-03 10:03:00,372.458,322.446,278.018,7.982,12.29,13.168,142.573,143.132,0.98,2111.987,1299.824,,,
42365,2025-09-03 10:04:00,254.117,261.862,495.362,6.627,12.422,8.221,149.938,143.278,0.985,2196.087,1320.266,,,
42366,2025-09-03 10:05:00,257.494,271.619,368.043,8.429,12.241,13.0,143.221,146.687,0.982,2107.066,1303.627,,,
42367,2025-09-03 10:06:00,174.224,190.708,403.914,6.5,13.041,11.726,158.864,151.311,0.983,2147.734,1315.242,,,
42368,2025-09-03 10:07:00,68.196,282.353,147.602,7.151,12.19,8.242,145.114,140.059,0.977,2185.503,1325.202,,,
42369,2025-09-03 10:08:00,61.11,481.302,289.24,7.859,12.513,11.612,156.57,140.664,0.982,2155.319,1269.312,,,
42370,2025-09-03 10:09:00,198.167,440.181,214.489,6.59,12.903,10.556,145.216,153.052,0.981,2158.346,1284.235,,,
42371,2025-09-03 10:10:00,79.598,158.093,457.639,6.667,12.335,13.047,150.052,152.211,0.979,2116.098,1336.723,,,
42372,2025-09-03 10:11:00,262.396,111.912,172.517,6.653,12.892,13.443,141.584,150.42,0.983,2198.435,1333.611,,,
42373,2025-09-03 10:12:00,358.341,473.41,283.493,7.663,12.685,9.719,157.527,147.493,0.985,2123.112,1318.11,,,
42374,2025-09-03 10:13:00,359.02,310.7,335.219,8.292,13.721,12.705,149.408,142.177,0.976,2185.893,1280.532,,,
42375,2025-09-03 10:14:00,280.666,315.135,305.616,7.611,13.59,9.859,130.597,141.533,0.983,2195.656,1270.626,,,
42376,2025-09-03 10:15:00,123.931,412.287,432.097,7.707,13.986,9.774,130.469,153.581,0.984,2128.078,1254.854,,,
42377,2025-09-03 10:16:00,352.049,225.876,192.581,7.192,13.058,9.156,150.285,145.738,0.978,2173.051,1343.406,,,
42378,2025-09-03 10:17:00,360.133,292.763,250.956,6.537,13.151,12.071,133.428,150.436,0.979,2108.037,1313.584,,,
42379,2025-09-03 10:18:00,118.829,487.465,416.834,6.543,13.893,9.57,151.485,146.843,0.983,2174.145,1291.312,,,
42380,2025-09-03 10:19:00,308.099,368.859,311.229,8.277,12.799,10.789,139.661,150.964,0.985,2148.434,1319.012,,,
42381,2025-09-03 10:20:00,150.282,161.498,260.847,6.705,13.111,12.873,146.168,142.9,0.984,2111.793,1295.798,,,
42382,2025-09-03 10:21:00,330.924,153.291,111.777,8.5,12.758,12.751,135.232,147.269,0.976,2189.464,1285.068,,,
42383,2025-09-03 10:22:00,399.033,181.706,401.354,6.829,13.092,13.133,137.387,145.653,0.984,2167.886,1300.115,,,
42384,2025-09-03 10:23:00,60.509,406.685,488.873,7.849,12.162,8.966,143.108,143.676,0.981,2116.859,1323.66,,,
42385,2025-09-03 10:24:00,364.078,218.151,348.115,8.398,13.568,11.521,149.964,148.966,0.979,2153.281,1333.771,,,
42386,2025-09-03 10:25:00,267.921,108.556,442.616,7.225,13.971,13.489,134.672,148.055,0.983,2132.587,1259.959,,,
42387,2025-09-03 10:26:00,390.684,477.67,306.75,7.969,12.131,8.252,138.438,147.435,0.983,2171.056,1256.485,,,
42388,2025-09-03 10:27:00,212.753,167.885,192.672,7.202,13.602,12.767,136.209,148.867,0.98,2162.746,1284.029,,,
42389,2025-09-03 10:28:00,346.586,103.823,105.777,7.11,12.483,9.477,155.88,142.138,0.979,2118.954,1253.911,,,
42390,2025-09-03 10:29:00,71.838,194.853,361.359,6.904,12.395,12.018,149.44,145.558,0.98,2124.211,1299.482,,,
42391,2025-09-03 10:30:00,167.348,194.012,297.244,8.142,13.387,12.304,144.055,144.87,0.978,2170.454,1332.395,,,
42392,2025-09-03 10:31:00,73.456,268.802,412.839,7.015,12.088,13.554,158.408,151.538,0.982,2167.516,1284.769,,,
42393,2025-09-03 10:32:00,391.37,468.156,377.873,7.066,12.926,11.053,152.075,140.536,0.984,2131.224,1297.582,,,
42394,2025-09-03 10:33:00,335.941,451.674,495.181,8.498,12.003,13.089,157.967,144.229,0.978,2147.824,1307.434,,,
